"station","longitude","latitude"
817772,-117.415347,33.733177
817773,-117.415214,33.7335
817778,-117.46433,33.758791
817779,-117.464114,33.759053
817780,-117.476933,33.766056
817781,-117.476727,33.766306
817784,-117.498278,33.792275
817785,-117.498019,33.79244
817788,-117.512331,33.8155
817789,-117.512036,33.815628
817802,-117.17134,33.610863
817803,-117.17112,33.610806
817810,-117.187891,33.710294
817811,-117.187594,33.710321
817812,-117.171323,33.619554
817813,-117.171106,33.619529
817815,-117.171029,33.667445
817819,-117.170803,33.667464
817820,-117.183511,33.704018
817821,-117.183264,33.704058
818157,-117.540343,34.067509
818158,-117.540341,34.067268
818159,-117.498594,34.065528
818160,-117.498545,34.065784
818161,-117.467302,34.066275
818162,-117.4673,34.06653
818163,-117.409788,34.067601
818165,-117.409812,34.067903
818176,-117.199134,34.064675
818177,-117.199026,34.064843
818178,-117.179085,34.061501
818179,-117.179004,34.061758
818190,-117.422005,34.06732
818191,-117.422014,34.067621
818194,-117.071401,34.011506
818195,-117.071252,34.011693
818196,-117.097717,34.017936
818199,-117.169583,34.058037
818200,-117.137096,34.03238
818201,-117.13692,34.032525
818202,-117.162796,34.053586
818203,-117.162542,34.053785
818204,-117.152837,34.03848
818205,-117.152579,34.038658
818206,-117.117808,34.026003
818207,-117.11768,34.026179
818210,-117.234352,33.806821
818211,-117.234641,33.806765
818212,-117.18974,33.765106
818213,-117.189501,33.765211
818214,-117.225621,33.790051
818215,-117.225474,33.790133
818216,-117.242077,33.824443
818218,-117.251956,33.84605
818219,-117.252211,33.845972
818220,-117.287526,33.91644
818221,-117.287271,33.916523
818223,-117.288631,33.927999
818224,-117.293573,33.944689
818225,-117.29445,33.944264
818238,-117.357359,34.188129
818239,-117.357203,34.188266
818240,-117.381715,34.206785
818241,-117.381851,34.206635
818549,-117.507227,34.065771
818550,-117.507141,34.066043
818553,-117.477762,34.066037
818554,-117.477757,34.06629
818573,-117.083073,34.014262
818574,-117.082986,34.014482
818575,-117.106116,34.023074
818576,-117.106274,34.022899
818577,-117.095012,34.016113
818578,-117.094852,34.016308
818579,-117.130855,34.029765
818580,-117.130696,34.029926
818581,-117.156152,34.043534
818582,-117.156444,34.043365
818583,-117.14336,34.034707
818584,-117.143589,34.034505
818585,-117.122569,34.027616
818586,-117.122707,34.027416
818587,-117.18894,33.717418
818588,-117.189288,33.717407
818589,-117.189566,33.740277
818590,-117.189234,33.740278
818591,-117.231408,33.797045
818592,-117.231182,33.797102
818593,-117.189105,33.714027
818594,-117.188772,33.714057
818597,-117.196876,33.771139
818598,-117.196765,33.771246
818599,-117.189402,33.756511
818600,-117.189185,33.756532
818601,-117.250383,33.841922
818602,-117.250119,33.842
818604,-117.279395,33.907054
818605,-117.279161,33.907162
818606,-117.287828,33.917895
818607,-117.288091,33.917815
818608,-117.341951,34.174641
818609,-117.342125,34.174524
818614,-117.362528,34.191972
818615,-117.362671,34.191838
818616,-117.349264,34.182677
818617,-117.349427,34.18255
818618,-117.372805,34.199817
818619,-117.372951,34.199688
818620,-117.39063,34.213749
818621,-117.390755,34.213581
818721,-117.369189,34.136073
818723,-117.370602,34.135784
818929,-117.363323,34.136886
819038,-117.186015,34.061604
819045,-117.185999,34.061881
819046,-117.182495,34.061901
819047,-117.182543,34.061645
819048,-117.063677,34.001125
819049,-117.063378,34.001236
819050,-117.065359,34.004871
819051,-117.065666,34.004853
819052,-117.05907,33.994143
819053,-117.059261,33.994069
819054,-117.057054,33.990893
819055,-117.056838,33.990981
819056,-117.034163,33.967254
819057,-117.03395,33.967374
819058,-117.035702,33.968316
819059,-117.035897,33.96822
819060,-117.002393,33.943954
819061,-117.002198,33.944073
819062,-117.004228,33.946426
819063,-117.00443,33.946305
819081,-117.282321,33.910612
819086,-117.289503,33.933734
819114,-117.486014,33.89697
819119,-117.305027,34.049487
819129,-117.384062,34.135914
819142,-117.392521,34.135697
819153,-117.540828,33.864636
819179,-116.995923,33.937147
819180,-116.996116,33.936993
819181,-116.991362,33.933675
819182,-117.02396,33.96061
819183,-117.024179,33.960486
819184,-117.014462,33.954259
819185,-117.014672,33.954137
819186,-117.049472,33.977902
819187,-117.049287,33.977985
819188,-117.189245,33.744995
819189,-117.189589,33.744996
819190,-117.260578,33.864982
819191,-117.26083,33.864892
819448,-117.417284,34.136299
819454,-117.408476,34.136423
819460,-117.485202,34.136476
819472,-117.449474,34.136512
819478,-117.458134,34.136227
819484,-117.438641,34.136017
819491,-117.435753,34.136352
819498,-117.354995,34.134534
819504,-117.335409,34.134674
819514,-117.561652,34.136453
819520,-117.556943,34.136763
819526,-117.577842,34.135797
819532,-117.574366,34.136311
819538,-117.596985,34.134928
819545,-117.591764,34.13531
819552,-117.617924,34.13486
819575,-117.61445,34.135167
819599,-117.638861,34.134887
819605,-117.668512,34.134533
819613,-117.671953,34.134333
819634,-117.525218,33.826912
819654,-117.632072,34.134985
819684,-117.290134,34.145634
819685,-117.290041,34.145375
819695,-117.268368,34.144783
819702,-117.218917,34.131804
819703,-117.21899,34.132057
819709,-117.20408,34.129428
819710,-117.20407,34.129029
819716,-117.200754,34.090795
819717,-117.200455,34.091299
819723,-117.200851,34.073356
819728,-117.200539,34.073916
819780,-117.32916,33.969353
819852,-117.560375,33.900653
819857,-117.558896,33.896716
819878,-117.555693,33.938958
819893,-117.311857,33.960216
819903,-117.54872,33.972577
819910,-116.200107,33.724433
819941,-117.222146,33.939388
819957,-117.301644,33.948275
819964,-117.308599,33.958394
819973,-117.561268,34.024701
820001,-117.574003,34.028347
820071,-117.608589,34.069681
820202,-117.590995,34.067723
820356,-117.474346,33.899559
820364,-117.470636,33.900916
820549,-117.567165,33.880108
820559,-117.564055,33.879951
820634,-117.682108,34.030183
820672,-117.327473,33.96742
820712,-117.138817,33.939156
820713,-117.138813,33.939336
820719,-117.128544,33.938014
820720,-117.128548,33.938185
820846,-117.432926,33.920054
820847,-116.202862,33.727328
820849,-117.169785,34.057766
820854,-116.98796,33.932657
820893,-117.271483,34.577351
820894,-117.27167,34.577458
820913,-117.230453,34.627675
820952,-117.199988,34.711471
820994,-117.130846,34.781913
821051,-117.230645,34.627766
821063,-117.200192,34.711555
821071,-117.131069,34.782032
821171,-116.951987,34.905717
821172,-116.952009,34.905964
821196,-117.324754,34.502141
821197,-117.32498,34.502221
821207,-117.318458,34.52322
821208,-117.318763,34.523314
821217,-117.089657,34.83683
821218,-117.089894,34.836888
821250,-117.044673,34.885902
821251,-117.044707,34.886258
821264,-116.821375,34.911014
821265,-116.82145,34.911268
821286,-116.952203,33.926955
821287,-116.952195,33.927129
821297,-116.926118,33.925997
821298,-116.926106,33.926239
821308,-116.852923,33.926109
821309,-116.853059,33.926305
821319,-116.825943,33.931575
821320,-116.82597,33.931351
821333,-116.801108,33.919406
821334,-116.801121,33.919176
821344,-116.776922,33.918661
821345,-116.776967,33.91889
821355,-116.737846,33.924603
821356,-116.737912,33.924861
821366,-116.664308,33.922197
821367,-116.664274,33.922525
821428,-116.445598,33.841628
821429,-116.445317,33.84182
821437,-116.300678,33.760083
821438,-116.300589,33.760271
821461,-116.172734,33.714989
821476,-116.087904,33.699564
821519,-117.215554,33.93933
821520,-117.215554,33.93915
821532,-117.449223,34.014232
821533,-117.449303,34.013969
821610,-117.414731,34.005939
821611,-117.414785,34.005749
821617,-117.649322,33.908626
821618,-117.649614,33.909701
821624,-117.646659,33.896863
821625,-117.646483,33.898272
821631,-117.645761,33.887924
821632,-117.646159,33.889494
821645,-117.25276,34.142501
821646,-117.252841,34.142789
821652,-117.240179,34.137428
821653,-117.240239,34.137731
821659,-117.200176,34.115764
821660,-117.200396,34.115272
821666,-117.20006,34.099457
821667,-117.199741,34.099966
821709,-117.449481,34.262524
821720,-117.451721,34.289858
821735,-117.476152,34.313072
821736,-117.47662,34.313112
821743,-117.479464,34.33771
821750,-117.446593,34.344784
821760,-117.430279,34.365401
821761,-117.430536,34.365556
821771,-117.408247,34.391565
821772,-117.408501,34.391707
821780,-117.393602,34.409619
821781,-117.393829,34.409732
821789,-117.381252,34.42543
821790,-117.381491,34.425532
821798,-117.366034,34.444926
821799,-117.366257,34.445014
821807,-117.347925,34.468063
821808,-117.348176,34.468163
821837,-115.996905,33.679284
821844,-116.779891,34.916099
821845,-116.779996,34.916502
821865,-116.666518,34.953931
821866,-116.666706,34.954287
821917,-116.538019,35.008339
821918,-116.538262,35.008645
821976,-116.45363,35.043676
821977,-116.453859,35.043986
822005,-116.337818,35.08783
822006,-116.337915,35.088199
822026,-116.218731,35.127781
822027,-116.219076,35.128058
822057,-116.163099,35.185791
822058,-116.163352,35.186114
822064,-116.120818,35.200781
822065,-116.121119,35.20106
822088,-116.049186,35.279079
822089,-116.049496,35.279208
822097,-116.015051,35.30315
822098,-116.015368,35.303433
822115,-115.940782,35.34991
822116,-115.941069,35.350198
822133,-115.861276,35.383477
822134,-115.861482,35.383816
822142,-115.824605,35.394245
822143,-115.824816,35.394597
822156,-115.738853,35.421017
822157,-115.739012,35.421394
822164,-115.698234,35.435335
822165,-115.698368,35.4357
822176,-117.511567,34.136495
822193,-115.437051,35.499812
822194,-115.437451,35.499937
822202,-115.422938,35.532668
822203,-115.423394,35.532767
822216,-115.393162,35.602384
822217,-115.393462,35.602653
822222,-115.498697,35.470142
822228,-117.482534,34.336861
822234,-117.456115,34.344495
822257,-115.57996,35.474371
822258,-115.580222,35.475022
822272,-115.493629,35.467648
822356,-117.181183,33.553319
822370,-117.613596,33.880712
822391,-117.180952,33.556193
822400,-117.180748,33.557388
822409,-117.180728,33.554714
822504,-117.21142,34.066438
822589,-117.494388,33.896919
822607,-116.900189,33.924215
822608,-116.900172,33.924454
822618,-116.875902,33.924175
822619,-116.875904,33.924391
822670,-115.854937,33.66299
822684,-115.756122,33.659914
822705,-115.609641,33.671741
822726,-115.479671,33.696475
822747,-115.329715,33.703775
822768,-115.204344,33.670533
822769,-115.204213,33.670816
822800,-115.06976,33.629131
822801,-115.069615,33.629406
822823,-114.9197,33.606391
822824,-114.919716,33.606692
822849,-114.782835,33.609855
822850,-114.782839,33.610157
822894,-114.559708,33.607355
822895,-114.559672,33.607656
822961,-116.69367,33.924439
822962,-116.693738,33.924676
822972,-116.624058,33.918303
822973,-116.624009,33.918566
822992,-116.375675,33.798338
822993,-116.375481,33.79852
823002,-116.339754,33.777031
823003,-116.339615,33.777234
823011,-116.234537,33.73924
823012,-116.234541,33.739634
823132,-117.657422,33.878884
823180,-117.658212,33.87803
823190,-117.000068,33.933364
823191,-117.00007,33.933525
823210,-117.652578,33.91818
823211,-117.65238,33.917309
823242,-117.317614,34.141911
823245,-117.317764,34.141834
823286,-117.315365,34.138117
823289,-117.315173,34.138214
823308,-117.316827,34.140265
823309,-117.316669,34.140345
823327,-117.32972,34.136007
823328,-117.338108,34.134512
823337,-117.322968,34.150486
823338,-117.322743,34.150602
823346,-117.329845,34.160668
823347,-117.330035,34.160559
823400,-117.450591,33.747391
823401,-117.450375,33.747649
823418,-117.452968,33.749488
823421,-117.45322,33.749196
823571,-117.73328,34.011226
823588,-117.289069,33.650593
823636,-117.209105,33.56728
823649,-117.204474,33.563792
823663,-117.205051,33.563773
823677,-117.20919,33.566875
823695,-117.54408,34.0923
823715,-117.492993,34.139017
823720,-117.490613,34.141001
823778,-117.246451,33.597751
823792,-117.243386,33.593802
823810,-117.33433,34.486819
823813,-117.334579,34.486911
823831,-117.33555,34.485368
823834,-117.335301,34.485276
823858,-117.642355,33.882912
823865,-117.246793,33.597502
823866,-117.243051,33.594047
823914,-117.692106,33.970247
823978,-117.178553,33.939158
824021,-117.35548,34.069074
824024,-117.355483,34.068881
824042,-117.337555,34.06802
824044,-117.337642,34.067825
824056,-117.189468,33.939137
824069,-117.190681,33.93934
824105,-117.398293,34.068488
824108,-117.398261,34.068221
824122,-117.32033,34.065352
824125,-117.3203,34.065567
824164,-117.31024,34.0649
824166,-117.31025,34.065154
824180,-117.333745,34.066725
824183,-117.333655,34.066915
824203,-117.390764,34.068162
824205,-117.390796,34.068429
824226,-117.349801,34.068718
824232,-117.349789,34.068945
824264,-117.30219,34.10603
824267,-117.30263,34.106017
824281,-117.302932,34.109982
824303,-117.302954,34.119671
824306,-117.302599,34.119674
824334,-117.301938,34.101134
824343,-117.30177,34.101122
824372,-117.302493,34.110181
824530,-117.734592,34.012036
824677,-117.326735,34.066279
824679,-117.326793,34.066078
824695,-117.315591,34.065101
824697,-117.315601,34.064898
824715,-117.450798,34.066794
824717,-117.450791,34.06697
824734,-117.45337,34.067023
824752,-117.455891,34.066894
824754,-117.455897,34.066706
824917,-117.120359,34.027214
824978,-117.442225,33.914564
825018,-117.516956,34.067886
825036,-117.271123,33.890148
825053,-117.269327,33.885291
825090,-117.725734,34.003145
825096,-117.711125,33.984684
825104,-117.689775,33.967883
825109,-117.676236,33.950128
825115,-117.723641,34.00054
825121,-117.705456,33.980358
825150,-117.673435,33.946389
825154,-117.657719,33.928576
825180,-117.269215,33.885852
825197,-116.461887,33.851612
825210,-116.455436,33.847477
825216,-116.455226,33.847683
825221,-116.46209,33.851389
825235,-116.461482,33.851028
825248,-116.46139,33.851321
825334,-117.367155,34.068716
825337,-117.367148,34.068886
825359,-117.372329,34.068809
825360,-117.372337,34.068638
825397,-116.390832,33.807737
825399,-116.391149,33.807585
825416,-116.387385,33.806107
825418,-116.387622,33.805981
825432,-117.413933,34.384545
825455,-117.415813,34.382661
825472,-117.417531,34.380527
825474,-117.417284,34.380383
825494,-117.18076,33.570331
825513,-117.180999,33.568677
825531,-117.490952,34.066086
825534,-117.490966,34.065877
825549,-117.487761,34.066222
825570,-117.485675,34.065957
825572,-117.48567,34.066154
825587,-117.172351,33.601253
825588,-117.172557,33.601346
825601,-117.176482,33.595817
825614,-117.172342,33.601835
825630,-117.176555,33.596081
825631,-117.176346,33.595991
825661,-117.545168,34.061792
825668,-117.723027,34.026177
825676,-117.638433,34.030609
825734,-117.3435,34.014115
825736,-117.34334,34.014054
825749,-117.351595,34.002026
825767,-116.974913,33.926927
825784,-116.97923,33.927261
825787,-116.979345,33.927028
825802,-117.600234,33.88064
825818,-117.434592,34.183311
825820,-117.434881,34.183583
825840,-117.534879,33.851494
825845,-117.550489,34.033319
825849,-117.555699,33.942636
825860,-117.323648,33.963201
825867,-117.710778,34.030212
825874,-117.58552,34.030721
825880,-117.686189,34.128895
825887,-117.661538,34.13438
825893,-117.647603,34.135024
825899,-117.633642,34.135007
825905,-117.607468,34.135151
825911,-117.544729,34.136668
825917,-117.52205,34.13653
825923,-117.51856,34.13651
825929,-117.4993,34.136209
825987,-117.459334,34.166465
825990,-117.459914,34.166487
826010,-117.463115,34.16381
826013,-117.462524,34.163808
826017,-117.549788,33.989038
826025,-117.550501,34.012446
826032,-117.55014,34.007426
826038,-117.535583,33.854163
826055,-117.556684,33.92475
826061,-117.691337,34.124212
826068,-117.67878,34.133408
826074,-117.54713,33.881192
826083,-117.473056,34.136202
826089,-117.567406,34.136681
826100,-117.402529,34.136276
826105,-117.331416,34.135685
826110,-117.347002,34.134666
826124,-117.7239,34.000398
826139,-117.548969,33.96318
826150,-117.58236,34.067452
826159,-117.550119,33.885556
826166,-117.661111,34.030521
826170,-117.240239,34.137731
826177,-117.661831,33.933302
826271,-117.229877,33.794086
826272,-117.230059,33.794027
826277,-116.172477,33.715234
826281,-116.087711,33.700205
826339,-117.555064,33.890988
826356,-117.260381,34.064717
826399,-117.389784,33.945473
826405,-117.38997,33.945582
826444,-117.218642,33.785651
826446,-117.218747,33.785554
826464,-117.213612,33.782172
826465,-117.21351,33.782287
826496,-117.513831,34.121708
826507,-116.549629,33.90497
826520,-117.296717,34.078358
826522,-117.296535,34.078416
826536,-116.540646,33.903367
826537,-116.540577,33.903584
826548,-116.548325,33.904722
826564,-116.545002,33.904716
826582,-117.561154,33.879427
826595,-117.489416,33.780628
826598,-117.489635,33.78039
826612,-117.486064,33.774439
826613,-117.485844,33.774705
826629,-117.508817,33.810166
826631,-117.509114,33.810072
826648,-117.506582,33.805006
826651,-117.506219,33.805121
826663,-117.561244,33.879675
826789,-117.64937,33.881515
826816,-117.591816,33.882143
826857,-117.632853,33.884936
826865,-117.600275,33.880791
826880,-116.503945,33.879612
826892,-116.501138,33.877217
826903,-116.502882,33.879086
826925,-116.506785,33.882383
826939,-117.171505,33.685082
826959,-117.170971,33.68193
826960,-117.170773,33.681958
826976,-117.170929,33.683463
826993,-117.172419,33.687605
826994,-117.172608,33.687543
827014,-117.41665,34.200123
827015,-117.416999,34.200251
827036,-117.41355,34.206137
827038,-117.413895,34.206239
