Hour,Occupancy (%),Speed (mph),VMT (Veh-Miles),VHT (Veh-Hours),TTI,South,East,North,Flow (Veh/Hour)
1/9/2023 11:00,9.60 ,50.50 ,4281.80 ,84.80 ,1.20 ,4712.00 ,4125.00 ,4104.00 ,5165.00 
1/9/2023 12:00,9.50 ,49.60 ,4166.60 ,84.00 ,1.20 ,4824.00 ,4048.00 ,4363.00 ,5026.00 
1/9/2023 13:00,9.00 ,50.60 ,4096.10 ,81.00 ,1.20 ,5041.00 ,4056.00 ,4869.00 ,4941.00 
1/9/2023 14:00,12.20 ,45.50 ,4814.00 ,105.70 ,1.30 ,5342.00 ,4274.00 ,5390.00 ,5807.00 
1/9/2023 15:00,10.60 ,51.50 ,5052.80 ,98.20 ,1.20 ,5795.00 ,4379.00 ,5664.00 ,6095.00 
1/9/2023 16:00,9.30 ,56.50 ,4819.00 ,85.30 ,1.10 ,5638.00 ,4293.00 ,5792.00 ,5813.00 
1/9/2023 17:00,9.60 ,56.30 ,4873.70 ,86.60 ,1.10 ,5611.00 ,4461.00 ,5563.00 ,5879.00 
1/9/2023 18:00,7.50 ,56.90 ,3852.40 ,67.70 ,1.10 ,4625.00 ,3745.00 ,4454.00 ,4647.00 
1/9/2023 19:00,5.40 ,57.20 ,2701.70 ,47.20 ,1.10 ,3644.00 ,3017.00 ,3733.00 ,3259.00 
1/9/2023 20:00,4.30 ,57.70 ,2094.10 ,36.30 ,1.00 ,2726.00 ,2540.00 ,2782.00 ,2526.00 
1/9/2023 21:00,5.60 ,38.70 ,1661.30 ,42.90 ,1.60 ,2331.00 ,2236.00 ,2161.00 ,2004.00 
1/9/2023 22:00,3.90 ,47.70 ,1519.60 ,31.90 ,1.30 ,1816.00 ,2175.00 ,1995.00 ,1833.00 
1/9/2023 23:00,2.60 ,58.80 ,1075.20 ,18.30 ,1.00 ,1743.00 ,1720.00 ,1577.00 ,1297.00 
1/10/2023 0:00,2.50 ,52.60 ,770.10 ,14.60 ,1.10 ,1222.00 ,1533.00 ,1155.00 ,929.00 
1/10/2023 1:00,2.30 ,49.80 ,616.00 ,12.40 ,1.20 ,880.00 ,1399.00 ,789.00 ,743.00 
1/10/2023 2:00,2.10 ,57.60 ,723.70 ,12.60 ,1.00 ,894.00 ,1540.00 ,812.00 ,873.00 
1/10/2023 3:00,3.60 ,58.50 ,1436.70 ,24.60 ,1.00 ,1169.00 ,2173.00 ,813.00 ,1733.00 
1/10/2023 4:00,7.60 ,51.90 ,2802.00 ,54.00 ,1.20 ,1655.00 ,3153.00 ,1374.00 ,3380.00 
1/10/2023 5:00,10.70 ,53.00 ,4056.30 ,76.60 ,1.10 ,2771.00 ,3850.00 ,2123.00 ,4893.00 
1/10/2023 6:00,11.40 ,52.00 ,4731.90 ,91.10 ,1.20 ,3513.00 ,4187.00 ,2766.00 ,5708.00 
1/10/2023 7:00,16.10 ,40.60 ,5006.30 ,123.40 ,1.50 ,4376.00 ,4373.00 ,3376.00 ,6039.00 
1/10/2023 8:00,14.80 ,43.70 ,4833.10 ,110.50 ,1.40 ,4333.00 ,4179.00 ,3363.00 ,5830.00 
1/10/2023 9:00,12.10 ,40.40 ,4014.00 ,99.40 ,1.50 ,3748.00 ,3764.00 ,3169.00 ,4842.00 
1/10/2023 10:00,7.10 ,54.80 ,3092.20 ,56.40 ,1.10 ,3502.00 ,3346.00 ,3273.00 ,3730.00 
1/10/2023 11:00,7.60 ,44.70 ,2651.10 ,59.30 ,1.30 ,3380.00 ,3117.00 ,3122.00 ,3198.00 
1/10/2023 12:00,8.60 ,49.30 ,3415.50 ,69.30 ,1.20 ,3512.00 ,3477.00 ,3141.00 ,4120.00 
1/10/2023 13:00,8.20 ,54.40 ,3591.20 ,66.00 ,1.10 ,4026.00 ,3610.00 ,4116.00 ,4332.00 
1/10/2023 14:00,9.80 ,55.90 ,4487.40 ,80.30 ,1.10 ,5168.00 ,4053.00 ,5400.00 ,5413.00 
1/10/2023 15:00,9.80 ,59.60 ,4809.00 ,80.60 ,1.00 ,5286.00 ,4279.00 ,5637.00 ,5801.00 
1/10/2023 16:00,10.20 ,60.30 ,5016.30 ,83.20 ,1.00 ,5333.00 ,4366.00 ,5660.00 ,6051.00 
1/10/2023 17:00,9.60 ,60.30 ,4736.10 ,78.50 ,1.00 ,5306.00 ,4180.00 ,5870.00 ,5713.00 
1/10/2023 18:00,7.10 ,63.90 ,3685.70 ,57.70 ,0.90 ,4447.00 ,3642.00 ,4552.00 ,4446.00 
1/10/2023 19:00,5.20 ,65.30 ,2656.10 ,40.70 ,0.90 ,3507.00 ,2956.00 ,3615.00 ,3204.00 
1/10/2023 20:00,4.20 ,68.60 ,2259.90 ,33.00 ,0.90 ,2803.00 ,2621.00 ,2877.00 ,2726.00 
1/10/2023 21:00,3.40 ,68.10 ,1765.80 ,25.90 ,0.90 ,2564.00 ,2291.00 ,2631.00 ,2130.00 
1/10/2023 22:00,2.60 ,66.20 ,1309.00 ,19.80 ,0.90 ,2153.00 ,1904.00 ,2165.00 ,1579.00 
1/10/2023 23:00,2.20 ,65.20 ,1054.50 ,16.20 ,0.90 ,1721.00 ,1741.00 ,1496.00 ,1272.00 
1/11/2023 0:00,1.70 ,67.80 ,766.80 ,11.30 ,0.90 ,1276.00 ,1493.00 ,1182.00 ,925.00 
1/11/2023 1:00,1.60 ,66.20 ,646.60 ,9.80 ,0.90 ,844.00 ,1427.00 ,901.00 ,780.00 
1/11/2023 2:00,2.00 ,64.70 ,789.20 ,12.20 ,0.90 ,894.00 ,1687.00 ,816.00 ,952.00 
1/11/2023 3:00,2.80 ,69.10 ,1372.80 ,19.90 ,0.90 ,1145.00 ,2249.00 ,999.00 ,1656.00 
1/11/2023 4:00,5.20 ,73.30 ,2802.00 ,38.20 ,0.80 ,1864.00 ,3080.00 ,1556.00 ,3380.00 
1/11/2023 5:00,10.00 ,70.60 ,4891.90 ,69.30 ,0.90 ,3253.00 ,4323.00 ,2692.00 ,5901.00 
1/11/2023 6:00,11.90 ,58.00 ,5473.90 ,94.30 ,1.00 ,4387.00 ,4544.00 ,3561.00 ,6603.00 
1/11/2023 7:00,23.20 ,33.10 ,5256.70 ,158.90 ,1.80 ,4935.00 ,4515.00 ,3965.00 ,6341.00 
1/11/2023 8:00,27.60 ,22.60 ,4677.20 ,206.50 ,2.70 ,4715.00 ,4536.00 ,4087.00 ,5642.00 
1/11/2023 9:00,14.20 ,40.50 ,4482.40 ,110.70 ,1.50 ,4503.00 ,4458.00 ,4076.00 ,5407.00 
1/11/2023 10:00,8.90 ,58.00 ,3939.40 ,67.90 ,1.00 ,4406.00 ,4302.00 ,4184.00 ,4752.00 
1/11/2023 11:00,8.50 ,57.80 ,3789.40 ,65.60 ,1.00 ,4574.00 ,4275.00 ,4401.00 ,4571.00 
1/11/2023 12:00,8.50 ,58.80 ,3829.20 ,65.10 ,1.00 ,4638.00 ,4348.00 ,4775.00 ,4619.00 
1/11/2023 13:00,10.20 ,58.00 ,4493.20 ,77.40 ,1.00 ,5070.00 ,4401.00 ,5168.00 ,5420.00 
1/11/2023 14:00,11.00 ,57.80 ,5001.40 ,86.50 ,1.00 ,5302.00 ,4401.00 ,5536.00 ,6033.00 
1/11/2023 15:00,12.40 ,52.60 ,5301.50 ,100.80 ,1.10 ,5693.00 ,4546.00 ,5487.00 ,6395.00 
1/11/2023 16:00,15.50 ,48.40 ,5430.80 ,112.20 ,1.20 ,5495.00 ,4681.00 ,5696.00 ,6551.00 
1/11/2023 17:00,16.90 ,38.50 ,5170.50 ,134.30 ,1.60 ,5242.00 ,4526.00 ,5364.00 ,6237.00 
1/11/2023 18:00,8.50 ,63.70 ,4383.80 ,68.80 ,0.90 ,5014.00 ,4049.00 ,5535.00 ,5288.00 
1/11/2023 19:00,5.40 ,68.20 ,2942.10 ,43.10 ,0.90 ,4201.00 ,3190.00 ,4871.00 ,3549.00 
1/11/2023 20:00,4.60 ,69.10 ,2530.90 ,36.70 ,0.90 ,3367.00 ,2811.00 ,3797.00 ,3053.00 
1/11/2023 21:00,3.80 ,71.10 ,2051.80 ,28.90 ,0.80 ,2766.00 ,2710.00 ,3017.00 ,2475.00 
1/11/2023 22:00,3.40 ,67.40 ,1618.20 ,24.00 ,0.90 ,2344.00 ,2398.00 ,2568.00 ,1952.00 
1/11/2023 23:00,2.30 ,69.20 ,1074.40 ,15.50 ,0.90 ,1675.00 ,1852.00 ,1803.00 ,1296.00 
1/12/2023 0:00,2.10 ,68.10 ,900.30 ,13.20 ,0.90 ,1298.00 ,1646.00 ,1259.00 ,1086.00 
1/12/2023 1:00,2.10 ,66.80 ,747.80 ,11.20 ,0.90 ,1036.00 ,1484.00 ,927.00 ,902.00 
1/12/2023 2:00,2.20 ,66.20 ,831.50 ,12.60 ,0.90 ,991.00 ,1700.00 ,847.00 ,1003.00 
1/12/2023 3:00,3.40 ,67.50 ,1428.40 ,21.20 ,0.90 ,1274.00 ,2540.00 ,1007.00 ,1723.00 
1/12/2023 4:00,5.80 ,72.70 ,3087.20 ,42.50 ,0.80 ,1956.00 ,3329.00 ,1606.00 ,3724.00 
1/12/2023 5:00,16.00 ,52.10 ,5231.80 ,100.40 ,1.20 ,3625.00 ,4495.00 ,2758.00 ,6311.00 
1/12/2023 6:00,16.30 ,40.70 ,5208.60 ,127.90 ,1.50 ,4431.00 ,4513.00 ,3623.00 ,6283.00 
1/12/2023 7:00,22.10 ,35.30 ,5623.10 ,159.40 ,1.70 ,4884.00 ,4838.00 ,4070.00 ,6783.00 
1/12/2023 8:00,29.30 ,21.90 ,4650.70 ,212.30 ,2.70 ,4869.00 ,4331.00 ,4041.00 ,5610.00 
1/12/2023 9:00,17.60 ,31.70 ,4188.90 ,132.30 ,1.90 ,4612.00 ,4062.00 ,4170.00 ,5053.00 
1/12/2023 10:00,9.80 ,55.80 ,4238.70 ,75.90 ,1.10 ,4639.00 ,4092.00 ,4474.00 ,5113.00 
1/12/2023 11:00,9.80 ,56.60 ,4315.00 ,76.30 ,1.10 ,4620.00 ,4072.00 ,4603.00 ,5205.00 
1/12/2023 12:00,8.90 ,58.40 ,4069.60 ,69.70 ,1.00 ,4896.00 ,4130.00 ,4879.00 ,4909.00 
1/12/2023 13:00,9.10 ,59.30 ,4210.50 ,71.00 ,1.00 ,5116.00 ,4147.00 ,5444.00 ,5079.00 
1/12/2023 14:00,10.90 ,58.90 ,5089.20 ,86.40 ,1.00 ,5361.00 ,4330.00 ,5876.00 ,6139.00 
1/12/2023 15:00,11.70 ,58.90 ,5495.40 ,93.30 ,1.00 ,5952.00 ,4645.00 ,5900.00 ,6629.00 
1/12/2023 16:00,16.90 ,47.40 ,5467.30 ,115.40 ,1.30 ,5755.00 ,4654.00 ,5998.00 ,6595.00 
1/12/2023 17:00,18.60 ,35.70 ,5197.80 ,145.60 ,1.70 ,5106.00 ,4531.00 ,5546.00 ,6270.00 
1/12/2023 18:00,8.90 ,64.30 ,4577.70 ,71.20 ,0.90 ,5026.00 ,4079.00 ,5484.00 ,5522.00 
1/12/2023 19:00,5.80 ,71.60 ,3232.30 ,45.20 ,0.80 ,4615.00 ,3300.00 ,4724.00 ,3899.00 
1/12/2023 20:00,4.80 ,70.20 ,2627.90 ,37.50 ,0.90 ,3893.00 ,2936.00 ,4228.00 ,3170.00 
1/12/2023 21:00,4.10 ,68.50 ,2151.30 ,31.40 ,0.90 ,2904.00 ,2903.00 ,3050.00 ,2595.00 
1/12/2023 22:00,3.20 ,66.30 ,1578.40 ,23.80 ,0.90 ,2491.00 ,2558.00 ,2704.00 ,1904.00 
1/12/2023 23:00,2.80 ,64.30 ,1207.90 ,18.80 ,0.90 ,1835.00 ,2442.00 ,1838.00 ,1457.00 
1/13/2023 0:00,2.10 ,64.60 ,856.40 ,13.30 ,0.90 ,1409.00 ,1891.00 ,1425.00 ,1033.00 
1/13/2023 1:00,1.70 ,66.70 ,701.30 ,10.50 ,0.90 ,987.00 ,1679.00 ,967.00 ,846.00 
1/13/2023 2:00,2.00 ,66.90 ,767.70 ,11.50 ,0.90 ,1053.00 ,1826.00 ,941.00 ,926.00 
1/13/2023 3:00,2.80 ,70.50 ,1327.20 ,18.80 ,0.90 ,1269.00 ,2250.00 ,989.00 ,1601.00 
1/13/2023 4:00,6.30 ,67.30 ,3038.30 ,45.10 ,0.90 ,1964.00 ,3163.00 ,1493.00 ,3665.00 
1/13/2023 5:00,11.00 ,64.80 ,5101.70 ,78.70 ,0.90 ,3324.00 ,4426.00 ,2660.00 ,6154.00 
1/13/2023 6:00,12.00 ,52.00 ,5150.60 ,99.00 ,1.20 ,4406.00 ,4406.00 ,3741.00 ,6213.00 
1/13/2023 7:00,20.10 ,35.60 ,5502.10 ,154.70 ,1.70 ,5016.00 ,4800.00 ,4676.00 ,6637.00 
1/13/2023 8:00,31.30 ,18.60 ,4565.30 ,245.70 ,3.20 ,4731.00 ,4318.00 ,4377.00 ,5507.00 
1/13/2023 9:00,14.90 ,33.20 ,4192.30 ,126.20 ,1.80 ,4668.00 ,3987.00 ,4775.00 ,5057.00 
1/13/2023 10:00,9.50 ,54.80 ,4399.50 ,80.20 ,1.10 ,4866.00 ,4159.00 ,4740.00 ,5307.00 
1/13/2023 11:00,9.60 ,53.50 ,4338.20 ,81.10 ,1.10 ,4999.00 ,4262.00 ,5300.00 ,5233.00 
1/13/2023 12:00,9.20 ,54.40 ,4278.50 ,78.60 ,1.10 ,5406.00 ,4237.00 ,5680.00 ,5161.00 
1/13/2023 13:00,9.80 ,54.60 ,4541.30 ,83.20 ,1.10 ,5604.00 ,4214.00 ,5754.00 ,5478.00 
1/13/2023 14:00,15.50 ,44.70 ,5058.60 ,113.10 ,1.30 ,5895.00 ,4500.00 ,5861.00 ,6102.00 
1/13/2023 15:00,16.70 ,36.70 ,5513.70 ,150.20 ,1.60 ,5441.00 ,4633.00 ,5559.00 ,6651.00 
1/13/2023 16:00,13.30 ,52.30 ,5765.70 ,110.30 ,1.20 ,5293.00 ,4865.00 ,5404.00 ,6955.00 
1/13/2023 17:00,28.90 ,22.10 ,4852.10 ,219.90 ,2.70 ,5151.00 ,4460.00 ,5293.00 ,5853.00 
1/13/2023 18:00,12.20 ,41.40 ,4671.40 ,112.90 ,1.50 ,5222.00 ,4198.00 ,5222.00 ,5635.00 
1/13/2023 19:00,6.90 ,66.00 ,3962.60 ,60.10 ,0.90 ,4916.00 ,3634.00 ,5181.00 ,4780.00 
1/13/2023 20:00,6.00 ,65.80 ,3405.50 ,51.80 ,0.90 ,4682.00 ,3362.00 ,4540.00 ,4108.00 
1/13/2023 21:00,5.10 ,65.90 ,2952.10 ,44.80 ,0.90 ,4207.00 ,3090.00 ,4613.00 ,3561.00 
1/13/2023 22:00,4.00 ,67.10 ,2350.20 ,35.00 ,0.90 ,3187.00 ,2650.00 ,3575.00 ,2835.00 
1/13/2023 23:00,3.40 ,65.20 ,1725.20 ,26.50 ,0.90 ,2462.00 ,2543.00 ,2525.00 ,2081.00 
1/14/2023 0:00,2.30 ,67.20 ,1231.10 ,18.30 ,0.90 ,1756.00 ,2104.00 ,1871.00 ,1485.00 
1/14/2023 1:00,2.10 ,64.70 ,978.20 ,15.10 ,0.90 ,1405.00 ,1898.00 ,1361.00 ,1180.00 
1/14/2023 2:00,2.10 ,62.50 ,889.50 ,14.20 ,1.00 ,1125.00 ,1889.00 ,1106.00 ,1073.00 
1/14/2023 3:00,2.10 ,66.60 ,962.50 ,14.50 ,0.90 ,1183.00 ,1979.00 ,945.00 ,1161.00 
1/14/2023 4:00,2.80 ,66.40 ,1373.70 ,20.70 ,0.90 ,1211.00 ,2438.00 ,1100.00 ,1657.00 
1/14/2023 5:00,3.20 ,64.80 ,1553.60 ,24.00 ,0.90 ,1769.00 ,2600.00 ,1676.00 ,1874.00 
1/14/2023 6:00,3.10 ,68.20 ,1743.40 ,25.60 ,0.90 ,2464.00 ,2209.00 ,2216.00 ,2103.00 
1/14/2023 7:00,5.70 ,64.80 ,3136.10 ,48.40 ,0.90 ,3356.00 ,3166.00 ,3336.00 ,3783.00 
1/14/2023 8:00,6.80 ,65.50 ,3888.80 ,59.40 ,0.90 ,3807.00 ,3647.00 ,3844.00 ,4691.00 
1/14/2023 9:00,8.00 ,60.90 ,4605.90 ,75.60 ,1.00 ,4628.00 ,4192.00 ,4026.00 ,5556.00 
1/14/2023 10:00,8.70 ,57.90 ,4878.70 ,84.30 ,1.00 ,4897.00 ,4405.00 ,4903.00 ,5885.00 
1/14/2023 11:00,9.70 ,50.80 ,4708.70 ,92.60 ,1.20 ,4493.00 ,4355.00 ,4509.00 ,5680.00 
1/14/2023 12:00,10.60 ,41.70 ,4196.40 ,100.70 ,1.40 ,4454.00 ,3949.00 ,3902.00 ,5062.00 
1/14/2023 13:00,11.40 ,37.30 ,4111.00 ,110.30 ,1.60 ,4363.00 ,3945.00 ,3885.00 ,4959.00 
1/14/2023 14:00,9.90 ,39.10 ,3737.10 ,95.60 ,1.50 ,4274.00 ,3655.00 ,4089.00 ,4508.00 
1/14/2023 15:00,9.90 ,38.90 ,3728.00 ,95.90 ,1.50 ,4404.00 ,3712.00 ,4392.00 ,4497.00 
1/14/2023 16:00,8.80 ,43.30 ,3650.90 ,84.40 ,1.40 ,4686.00 ,3484.00 ,4437.00 ,4404.00 
1/14/2023 17:00,9.60 ,42.40 ,3902.10 ,92.10 ,1.40 ,4061.00 ,3810.00 ,4007.00 ,4707.00 
1/14/2023 18:00,8.40 ,41.10 ,3273.70 ,79.60 ,1.50 ,3604.00 ,3358.00 ,3481.00 ,3949.00 
1/14/2023 19:00,7.10 ,38.90 ,2569.10 ,66.10 ,1.50 ,3040.00 ,2961.00 ,2959.00 ,3099.00 
1/14/2023 20:00,6.10 ,39.80 ,2196.00 ,55.20 ,1.50 ,2699.00 ,2723.00 ,2720.00 ,2649.00 
1/14/2023 21:00,5.40 ,45.50 ,2307.10 ,50.70 ,1.30 ,2697.00 ,2678.00 ,2679.00 ,2783.00 
1/14/2023 22:00,3.90 ,54.30 ,1947.30 ,35.90 ,1.10 ,2373.00 ,2389.00 ,2280.00 ,2349.00 
1/14/2023 23:00,2.60 ,63.00 ,1536.10 ,24.40 ,1.00 ,2001.00 ,2079.00 ,1678.00 ,1853.00 
1/15/2023 0:00,2.00 ,67.00 ,1121.60 ,16.80 ,0.90 ,1414.00 ,1772.00 ,1301.00 ,1353.00 
1/15/2023 1:00,1.50 ,66.90 ,853.90 ,12.80 ,0.90 ,1029.00 ,1584.00 ,837.00 ,1030.00 
1/15/2023 2:00,1.60 ,63.20 ,761.00 ,12.00 ,1.00 ,858.00 ,1496.00 ,765.00 ,918.00 
1/15/2023 3:00,1.90 ,55.70 ,756.90 ,13.60 ,1.10 ,784.00 ,1483.00 ,570.00 ,913.00 
1/15/2023 4:00,1.70 ,63.00 ,844.80 ,13.40 ,1.00 ,837.00 ,1589.00 ,601.00 ,1019.00 
1/15/2023 5:00,2.10 ,63.90 ,1161.40 ,18.20 ,0.90 ,1091.00 ,1830.00 ,1054.00 ,1401.00 
1/15/2023 6:00,2.60 ,65.40 ,1510.40 ,23.10 ,0.90 ,1587.00 ,2005.00 ,1448.00 ,1822.00 
1/15/2023 7:00,3.10 ,63.50 ,1808.10 ,28.50 ,1.00 ,2212.00 ,2298.00 ,2032.00 ,2181.00 
1/15/2023 8:00,4.50 ,61.20 ,2619.60 ,42.80 ,1.00 ,2887.00 ,2770.00 ,2067.00 ,3160.00 
1/15/2023 9:00,5.80 ,61.70 ,3538.20 ,57.30 ,1.00 ,3585.00 ,3307.00 ,3398.00 ,4268.00 
1/15/2023 10:00,6.90 ,59.70 ,4109.40 ,68.90 ,1.00 ,4307.00 ,3693.00 ,4180.00 ,4957.00 
1/15/2023 11:00,7.00 ,58.10 ,4207.20 ,72.50 ,1.00 ,5236.00 ,3852.00 ,4928.00 ,5075.00 
1/15/2023 12:00,6.20 ,57.90 ,3720.60 ,64.20 ,1.00 ,5282.00 ,3826.00 ,5166.00 ,4488.00 
1/15/2023 13:00,8.20 ,57.10 ,4871.20 ,85.40 ,1.10 ,5088.00 ,4368.00 ,5062.00 ,5876.00 
1/15/2023 14:00,7.60 ,60.20 ,4731.90 ,78.60 ,1.00 ,4615.00 ,4176.00 ,4744.00 ,5708.00 
1/15/2023 15:00,10.10 ,45.20 ,4335.70 ,95.90 ,1.30 ,4721.00 ,3977.00 ,4731.00 ,5230.00 
1/15/2023 16:00,7.60 ,53.00 ,4213.80 ,79.50 ,1.10 ,4560.00 ,4005.00 ,4496.00 ,5083.00 
1/15/2023 17:00,7.30 ,52.70 ,3893.00 ,73.90 ,1.10 ,4163.00 ,3888.00 ,4173.00 ,4696.00 
1/15/2023 18:00,7.00 ,50.60 ,3610.30 ,71.40 ,1.20 ,3676.00 ,3612.00 ,3382.00 ,4355.00 
1/15/2023 19:00,5.60 ,50.00 ,2750.60 ,55.00 ,1.20 ,2947.00 ,3082.00 ,2892.00 ,3318.00 
1/15/2023 20:00,5.10 ,42.70 ,2031.10 ,47.50 ,1.40 ,2512.00 ,2587.00 ,2498.00 ,2450.00 
1/15/2023 21:00,4.20 ,55.60 ,2130.50 ,38.30 ,1.10 ,2393.00 ,2557.00 ,2387.00 ,2570.00 
1/15/2023 22:00,3.90 ,54.80 ,1845.40 ,33.70 ,1.10 ,1866.00 ,2284.00 ,1747.00 ,2226.00 
1/15/2023 23:00,2.90 ,54.00 ,1317.30 ,24.40 ,1.10 ,1350.00 ,1971.00 ,1249.00 ,1589.00 
1/16/2023 0:00,2.20 ,55.30 ,787.60 ,14.30 ,1.10 ,944.00 ,1588.00 ,806.00 ,950.00 
1/16/2023 1:00,2.10 ,48.30 ,673.20 ,13.90 ,1.20 ,693.00 ,1461.00 ,629.00 ,812.00 
1/16/2023 2:00,2.30 ,51.10 ,694.70 ,13.60 ,1.20 ,685.00 ,1516.00 ,564.00 ,838.00 
1/16/2023 3:00,3.40 ,49.40 ,1214.50 ,24.60 ,1.20 ,964.00 ,1949.00 ,735.00 ,1465.00 
1/16/2023 4:00,5.70 ,50.70 ,2433.10 ,47.90 ,1.20 ,1381.00 ,2793.00 ,1000.00 ,2935.00 
1/16/2023 5:00,9.00 ,50.00 ,3810.10 ,76.20 ,1.20 ,2384.00 ,3515.00 ,1772.00 ,4596.00 
1/16/2023 6:00,8.50 ,49.50 ,3532.40 ,71.30 ,1.20 ,3058.00 ,3454.00 ,2326.00 ,4261.00 
1/16/2023 7:00,10.70 ,44.40 ,3941.90 ,88.90 ,1.40 ,3507.00 ,3680.00 ,2531.00 ,4755.00 
1/16/2023 8:00,10.20 ,48.90 ,4247.00 ,86.80 ,1.20 ,3742.00 ,3825.00 ,3127.00 ,5123.00 
1/16/2023 9:00,10.70 ,47.40 ,4379.60 ,92.40 ,1.30 ,4082.00 ,3855.00 ,3533.00 ,5283.00 
1/16/2023 10:00,11.60 ,47.70 ,5027.90 ,105.40 ,1.30 ,4493.00 ,4267.00 ,4105.00 ,6065.00 
1/16/2023 11:00,9.60 ,49.80 ,4314.10 ,86.70 ,1.20 ,4914.00 ,4058.00 ,4445.00 ,5204.00 
1/16/2023 12:00,10.40 ,51.20 ,4805.70 ,93.90 ,1.20 ,5048.00 ,4354.00 ,4960.00 ,5797.00 
1/16/2023 13:00,12.50 ,47.60 ,5067.70 ,106.40 ,1.30 ,5109.00 ,4544.00 ,5322.00 ,6113.00 
1/16/2023 14:00,15.40 ,42.10 ,5292.30 ,125.70 ,1.40 ,5472.00 ,4536.00 ,5609.00 ,6384.00 
1/16/2023 15:00,17.50 ,33.30 ,5342.10 ,160.30 ,1.80 ,5203.00 ,4450.00 ,4413.00 ,6444.00 
1/16/2023 16:00,11.10 ,53.50 ,5470.60 ,102.30 ,1.10 ,5241.00 ,4424.00 ,4952.00 ,6599.00 
1/16/2023 17:00,9.50 ,56.40 ,4927.60 ,87.40 ,1.10 ,5212.00 ,4212.00 ,5341.00 ,5944.00 
1/16/2023 18:00,8.20 ,58.00 ,4352.30 ,75.10 ,1.00 ,4190.00 ,3822.00 ,4385.00 ,5250.00 
1/16/2023 19:00,6.00 ,61.90 ,3232.30 ,52.20 ,1.00 ,3339.00 ,3259.00 ,3565.00 ,3899.00 
1/16/2023 20:00,5.30 ,62.20 ,2851.80 ,45.80 ,1.00 ,2848.00 ,2955.00 ,3024.00 ,3440.00 
1/16/2023 21:00,4.10 ,63.20 ,2207.60 ,34.90 ,1.00 ,2485.00 ,2559.00 ,2458.00 ,2663.00 
1/16/2023 22:00,3.10 ,63.40 ,1618.20 ,25.50 ,1.00 ,2023.00 ,2121.00 ,2009.00 ,1952.00 
1/16/2023 23:00,2.30 ,63.90 ,1113.40 ,17.40 ,0.90 ,1412.00 ,1765.00 ,1505.00 ,1343.00 
1/17/2023 0:00,1.60 ,68.40 ,789.20 ,11.50 ,0.90 ,956.00 ,1519.00 ,1058.00 ,952.00 
1/17/2023 1:00,1.70 ,66.50 ,725.40 ,10.90 ,0.90 ,775.00 ,1525.00 ,860.00 ,875.00 
